WordID	Stimuliname	ID	Word	DepRel	Head	UniversalPOS	Dom	HeadPOS	Headdirection	Disttoheadnominal	POStag	Disttohead	Disttoheadabs	First fixation duration on every word	Fixation prob	Frequency	HowOftenNews	HowOftenTweets	InterestRating	InterestRating n std from mean	Mean fixation duration per sent	Mean fixation duration per word	Next fixation duration	Next word fixated binary	P1stFix	P2ndFix	Previous fixation duration	Previous word fixated binary	Re-read prob	Reading time per sent norm	Sentence len	Share of fixated words per sent	TimePrctg	Total fixation duration per word	Total regression from duration	Total regresssion to duration	Word len	index	level_0	nFixations	nFixations per sent norm	nLong regressions from	nLong regressions per sent norm	nLong regressions to	nRefixations	nRefixations per sent norm	nRegressions from	nRegressions per sent norm	nRegressions to
1580	WBL0279.png	2	know	parataxis	5	VERB	WBL	VBZ	Right	>1	VBP	3.0	3.0	189.1	0.7	2.65e-08	2.6	1.6	2.5	0.07682250992	265.440277778	189.1	189.9	0.8	0.3	0.2	161.5	0.1	0.0	251.757142857	7.0	0.6	0.10870185424	189.1	79.9	0.0	4.0	1.0	16556.5	0.7	0.9	0.0	0.05714285715	0.2	0.0	0.1142857143	0.4	0.20000000002	0.0
1581	WBL0279.png	3	,	punct	2	.	WBL	VBP	Left	1	,	-1.0	1.0	77.5	0.3	0.033130091	2.6	1.6	2.5	0.07682250992	265.440277778	77.5	100.8	0.0	0.0	0.2	42.6	0.0	0.0	251.757142857	7.0	0.6	0.03773188319	77.5	23.4	0.0	1.0	2.0	16557.5	0.3	0.9	0.0	0.05714285715	0.0	0.0	0.1142857143	0.2	0.20000000002	0.0
1582	WBL0279.png	4	nature	nsubj	5	NOUN	WBL	VBZ	Right	1	NN	1.0	1.0	177.4	0.8	6.2616e-06	2.6	1.6	2.5	0.07682250992	265.440277778	234.158333333	249.8	0.8	0.3	0.3	224.9	0.7	0.4	251.757142857	7.0	0.6	0.2917638468	309.8	97.4	57.4	6.0	3.0	16558.5	1.5	0.9	0.0	0.05714285715	0.1	0.5	0.1142857143	0.3	0.20000000002	0.3
1583	WBL0279.png	5	hates	root	0	VERB	WBL	ROOT	root	1	VBZ	0.0	0.0	240.8	0.8	2.65e-08	2.6	1.6	2.5	0.07682250992	265.440277778	339.283333333	294.7	0.5	0.2	0.1	172.4	0.8	0.5	251.757142857	7.0	0.6	0.23806885249	478.0	64.2	50.0	5.0	4.0	16559.5	1.7	0.9	0.2	0.05714285715	0.0	0.3	0.1142857143	0.2	0.20000000002	0.3
1584	WBL0279.png	6	a	det	7	DET	WBL	NN	Right	1	DT	1.0	1.0	187.4	0.5	0.0171776385	2.6	1.6	2.5	0.07682250992	265.440277778	206.15	178.2	0.8	0.2	0.0	209.0	0.8	0.2	251.757142857	7.0	0.6	0.0904346609	224.9	0.0	65.0	1.0	5.0	16560.5	0.7	0.9	0.0	0.05714285715	0.1	0.0	0.1142857143	0.0	0.20000000002	0.2
1585	WBL0279.png	7	void	dobj	5	NOUN	WBL	VBZ	Left	>1	NN	-2.0	2.0	274.0	0.8	3.97e-08	2.6	1.6	2.5	0.07682250992	265.440277778	322.85	85.7	0.1	0.0	0.0	212.4	0.5	0.2	251.757142857	7.0	0.6	0.19126689615	386.4	72.4	95.8	4.0	6.0	16561.5	1.1	0.9	0.1	0.05714285715	0.0	0.0	0.1142857143	0.2	0.20000000002	0.4
1586	WBL0279.png	8	.	punct	5	.	WBL	VBZ	Left	>1	.	-3.0	3.0	40.8	0.1	0.0426665265	2.6	1.6	2.5	0.07682250992	265.440277778	40.8	19.2	0.0	0.0	0.0	58.3	0.0	0.0	251.757142857	7.0	0.6	0.01502209131	40.8	0.0	40.8	1.0	7.0	16562.5	0.1	0.9	0.0	0.05714285715	0.0	0.0	0.1142857143	0.0	0.20000000002	0.1
1587	WBL0279.png	9	:-RRB-	dep	5	.	WBL	VBZ	Left	>1	NFP	-4.0	4.0	31.6	0.1	0.0	2.6	1.6	2.5	0.07682250992	265.440277778	31.6	14.2	0.0	0.0	0.0	38.3	0.8	0.0	251.757142857	7.0	0.6	0.01426636569	31.6	0.0	31.6	6.0	8.0	16563.5	0.1	0.9	0.1	0.05714285715	0.0	0.0	0.1142857143	0.0	0.20000000002	0.1
1588	MAI0710.png	1	Would	aux	2	VERB	MAI	VB	Right	1	MD	1.0	1.0	96.6	0.4	0.0001142051	2.6	1.6	3.0	0.49511055748	306.958055556	96.6	86.6	0.7	0.1	0.2	146.6	0.0	0.0	200.614285714	7.0	0.57142857143	0.05026137149	96.6	53.3	0.0	5.0	0.0	16471.0	0.4	0.71428571429	0.0	0.05714285715	0.1	0.0	0.04285714287	0.3	0.15714285715	0.0
1589	MAI0710.png	2	love	root	0	VERB	MAI	ROOT	root	1	VB	0.0	0.0	148.3	0.7	4.06807e-05	2.6	1.6	3.0	0.49511055748	306.958055556	176.2	154.9	0.3	0.4	0.3	219.9	0.4	0.3	200.614285714	7.0	0.57142857143	0.18304055209	204.1	16.7	14.2	4.0	1.0	16472.0	1.0	0.71428571429	0.0	0.05714285715	0.1	0.2	0.04285714287	0.1	0.15714285715	0.1
1590	MAI0710.png	3	for	mark	6	ADP	MAI	VB	Right	>1	IN	3.0	3.0	75.7	0.3	0.0088085519	2.6	1.6	3.0	0.49511055748	306.958055556	75.7	82.5	0.7	0.0	0.0	61.6	0.7	0.0	200.614285714	7.0	0.57142857143	0.04321814961	75.7	20.0	0.0	3.0	2.0	16473.0	0.3	0.71428571429	0.0	0.05714285715	0.1	0.0	0.04285714287	0.1	0.15714285715	0.0
1591	MAI0710.png	4	you	nsubj	6	PRON	MAI	VB	Right	>1	PRP	2.0	2.0	171.6	0.7	0.0008940218	2.6	1.6	3.0	0.49511055748	306.958055556	200.741666667	234.1	0.5	0.2	0.3	165.0	0.3	0.2	200.614285714	7.0	0.57142857143	0.18973775124	245.7	61.7	62.5	3.0	3.0	16474.0	1.1	0.71428571429	0.1	0.05714285715	0.1	0.0	0.04285714287	0.3	0.15714285715	0.4
1592	MAI0710.png	5	to	aux	6	PRT	MAI	VB	Right	1	TO	1.0	1.0	181.6	0.5	2.65e-08	2.6	1.6	3.0	0.49511055748	306.958055556	181.6	164.9	0.8	0.1	0.1	120.7	0.7	0.0	200.614285714	7.0	0.57142857143	0.17718005389	181.6	22.5	0.0	2.0	4.0	16475.0	0.5	0.71428571429	0.1	0.05714285715	0.0	0.0	0.04285714287	0.1	0.15714285715	0.0
1593	MAI0710.png	6	join	advcl	2	VERB	MAI	VB	Left	>1	VB	-4.0	4.0	289.9	0.8	1.24041e-05	2.6	1.6	3.0	0.49511055748	306.958055556	367.583333333	95.8	0.4	0.0	0.1	206.5	0.5	0.1	200.614285714	7.0	0.57142857143	0.24883315094	412.3	66.6	37.5	4.0	5.0	16476.0	1.0	0.71428571429	0.1	0.05714285715	0.0	0.1	0.04285714287	0.2	0.15714285715	0.2
1594	MAI0710.png	7	us	dobj	6	PRON	MAI	VB	Left	1	PRP	-1.0	1.0	126.6	0.4	0.0013982213	2.6	1.6	3.0	0.49511055748	306.958055556	137.45	168.2	0.0	0.1	0.0	214.9	0.8	0.1	200.614285714	7.0	0.57142857143	0.08642869978	148.3	0.0	89.1	2.0	6.0	16477.0	0.5	0.71428571429	0.1	0.05714285715	0.0	0.0	0.04285714287	0.0	0.15714285715	0.3
1595	MAI0710.png	8	.	punct	2	.	MAI	VB	Left	>1	.	-6.0	6.0	40.0	0.2	0.0426665265	2.6	1.6	3.0	0.49511055748	306.958055556	40.0	13.3	0.0	0.1	0.0	52.4	0.0	0.0	200.614285714	7.0	0.57142857143	0.02130027094	40.0	0.0	24.2	1.0	7.0	16478.0	0.2	0.71428571429	0.0	0.05714285715	0.0	0.0	0.04285714287	0.0	0.15714285715	0.1
1596	WBL0242.png	1	And	cc	15	CONJ	WBL	VBZ	Right	>1	CC	14.0	14.0	94.1	0.4	0.0005374271	2.6	1.6	2.7	0.21900062747	238.602979798	94.1	98.2	0.8	0.0	0.2	95.0	0.0	0.0	220.386666667	15.0	0.63999999999	0.02053642751	94.1	95.0	0.0	3.0	0.0	16325.0	0.4	0.88666666666	0.0	0.18000000001	0.1	0.0	0.12	0.4	0.22666666667	0.0
1597	WBL0242.png	2	MEK	nsubj	15	NOUN	WBL	VBZ	Right	>1	NNP	13.0	13.0	235.8	0.8	4.766e-07	2.6	1.6	2.7	0.21900062747	238.602979798	262.0	161.5	0.5	0.2	0.5	217.3	0.4	0.2	220.386666667	15.0	0.63999999999	0.08353571688	288.2	161.5	95.0	3.0	1.0	16326.0	1.0	0.88666666666	0.0	0.18000000001	0.1	0.0	0.12	0.6	0.22666666667	0.4
1598	WBL0242.png	3	--	punct	2	.	WBL	NNP	Left	1	,	-1.0	1.0	93.9	0.4	0.0034254244	2.6	1.6	2.7	0.21900062747	238.602979798	93.9	85.0	0.0	0.1	0.1	91.6	0.0	0.0	220.386666667	15.0	0.63999999999	0.02978884488	93.9	43.3	43.2	2.0	2.0	16327.0	0.4	0.88666666666	0.0	0.18000000001	0.0	0.0	0.12	0.2	0.22666666667	0.2
1599	WBL0242.png	4	the	det	11	DET	WBL	NN	Right	>1	DT	7.0	7.0	114.0	0.5	7.94e-08	2.6	1.6	2.7	0.21900062747	238.602979798	114.0	102.4	0.5	0.2	0.1	164.0	0.8	0.0	220.386666667	15.0	0.63999999999	0.05427615087	114.0	13.3	36.6	3.0	3.0	16328.0	0.5	0.88666666666	0.0	0.18000000001	0.1	0.0	0.12	0.1	0.22666666667	0.1
1600	WBL0242.png	5	Iranian	amod	8	ADJ	WBL	JJ	Right	>1	JJ	3.0	3.0	130.8	0.5	2.65e-08	2.6	1.6	2.7	0.21900062747	238.602979798	202.541666667	125.0	0.4	0.2	0.0	129.9	0.5	0.3	220.386666667	15.0	0.63999999999	0.07457303384	312.3	61.6	65.0	7.0	4.0	16329.0	1.1	0.88666666666	0.2	0.18000000001	0.6	0.2	0.12	0.2	0.22666666667	0.2
1601	WBL0242.png	6	-LRB-	punct	8	.	WBL	JJ	Right	>1	-LRB-	2.0	2.0	17.5	0.1	0.0	2.6	1.6	2.7	0.21900062747	238.602979798	17.5	21.6	0.0	0.0	0.0	25.0	0.0	0.0	220.386666667	15.0	0.63999999999	0.00669216061	17.5	0.0	0.0	5.0	5.0	16330.0	0.1	0.88666666666	0.0	0.18000000001	0.1	0.0	0.12	0.0	0.22666666667	0.0
1602	WBL0242.png	7	not	neg	8	ADV	WBL	JJ	Right	1	RB	1.0	1.0	92.4	0.4	1.853e-07	2.6	1.6	2.7	0.21900062747	238.602979798	92.4	83.3	0.7	0.2	0.0	100.7	0.5	0.0	220.386666667	15.0	0.63999999999	0.03800525413	92.4	0.0	30.0	3.0	6.0	16331.0	0.4	0.88666666666	0.1	0.18000000001	0.0	0.0	0.12	0.0	0.22666666667	0.2
1603	WBL0242.png	8	Iraqi	amod	11	ADJ	WBL	NN	Right	>1	JJ	3.0	3.0	161.7	0.7	2.912e-07	2.6	1.6	2.7	0.21900062747	238.602979798	177.95	148.9	0.6	0.1	0.1	130.7	0.4	0.1	220.386666667	15.0	0.63999999999	0.05498475413	194.2	31.6	30.8	5.0	7.0	16332.0	0.8	0.88666666666	0.3	0.18000000001	0.4	0.0	0.12	0.2	0.22666666667	0.2
1604	WBL0242.png	9	-RRB-	punct	8	.	WBL	JJ	Left	1	-RRB-	-1.0	1.0	65.8	0.3	0.0	2.6	1.6	2.7	0.21900062747	238.602979798	65.8	44.9	0.0	0.0	0.0	105.7	0.0	0.0	220.386666667	15.0	0.63999999999	0.01314712883	65.8	0.0	18.3	5.0	8.0	16333.0	0.3	0.88666666666	0.1	0.18000000001	0.0	0.0	0.12	0.0	0.22666666667	0.1
1605	WBL0242.png	10	terror	nn	11	NOUN	WBL	NN	Right	1	NN	1.0	1.0	124.0	0.6	3.0712e-06	2.6	1.6	2.7	0.21900062747	238.602979798	144.85	110.8	0.8	0.0	0.0	114.9	0.7	0.2	220.386666667	15.0	0.63999999999	0.06200547561	165.7	29.9	0.0	6.0	9.0	16334.0	0.8	0.88666666666	0.1	0.18000000001	0.4	0.1	0.12	0.2	0.22666666667	0.0
1606	WBL0242.png	11	group	appos	2	NOUN	WBL	NNP	Left	>1	NN	-9.0	9.0	140.7	0.8	7.32729e-05	2.6	1.6	2.7	0.21900062747	238.602979798	166.5	159.9	0.3	0.0	0.0	188.2	0.6	0.3	220.386666667	15.0	0.63999999999	0.05891656901	192.3	73.3	43.2	5.0	10.0	16335.0	1.1	0.88666666666	0.5	0.18000000001	0.2	0.2	0.12	0.3	0.22666666667	0.3
1607	WBL0242.png	12	in	prep	11	ADP	WBL	NN	Left	1	IN	-1.0	1.0	73.3	0.3	6.62e-08	2.6	1.6	2.7	0.21900062747	238.602979798	73.3	69.2	0.5	0.0	0.0	60.8	0.8	0.0	220.386666667	15.0	0.63999999999	0.01868154441	73.3	0.0	43.3	2.0	11.0	16336.0	0.3	0.88666666666	0.0	0.18000000001	0.1	0.0	0.12	0.0	0.22666666667	0.2
1608	WBL0242.png	13	question	pobj	12	NOUN	WBL	IN	Left	1	NN	-1.0	1.0	95.7	0.5	0.0001713804	2.6	1.6	2.7	0.21900062747	238.602979798	116.95	119.9	0.4	0.0	0.0	175.7	0.3	0.2	220.386666667	15.0	0.63999999999	0.04529213707	138.2	85.8	0.0	8.0	12.0	16337.0	0.7	0.88666666666	0.2	0.18000000001	0.5	0.1	0.12	0.1	0.22666666667	0.0
1609	WBL0242.png	14	--	punct	15	.	WBL	VBZ	Right	1	,	1.0	1.0	12.5	0.1	0.0034254244	2.6	1.6	2.7	0.21900062747	238.602979798	12.5	22.5	0.0	0.0	0.0	22.5	0.0	0.0	220.386666667	15.0	0.63999999999	0.00725058005	12.5	0.0	0.0	2.0	13.0	16338.0	0.1	0.88666666666	0.1	0.18000000001	0.1	0.0	0.12	0.0	0.22666666667	0.0
1610	WBL0242.png	15	is	root	0	VERB	WBL	ROOT	root	1	VBZ	0.0	0.0	150.7	0.4	1.059e-07	2.6	1.6	2.7	0.21900062747	238.602979798	174.0	152.3	0.8	0.0	0.0	72.5	0.5	0.2	220.386666667	15.0	0.63999999999	0.04611251359	197.3	92.5	30.8	2.0	14.0	16339.0	0.6	0.88666666666	0.1	0.18000000001	0.0	0.0	0.12	0.5	0.22666666667	0.1
1611	WBL0242.png	16	itself	npadvmod	15	ADV	WBL	VBZ	Left	1	RB	-1.0	1.0	150.8	0.8	2.383e-07	2.6	1.6	2.7	0.21900062747	238.602979798	174.95	184.0	1.0	0.0	0.0	257.4	0.4	0.3	220.386666667	15.0	0.63999999999	0.06014198883	199.1	102.4	72.5	6.0	15.0	16340.0	1.1	0.88666666666	0.5	0.18000000001	0.0	0.1	0.12	0.3	0.22666666667	0.5
1612	WBL0242.png	17	unquestionably	advmod	15	ADV	WBL	VBZ	Left	>1	RB	-2.0	2.0	308.1	1.0	4.898e-07	2.6	1.6	2.7	0.21900062747	238.602979798	448.375	321.5	0.4	0.0	0.0	234.9	0.8	0.7	220.386666667	15.0	0.63999999999	0.20967497306	658.6	37.5	132.4	14.0	16.0	16341.0	2.5	0.88666666666	0.5	0.18000000001	0.0	1.0	0.12	0.2	0.22666666667	0.4
1613	WBL0242.png	18	a	det	19	DET	WBL	NN	Right	1	DT	1.0	1.0	164.1	0.4	0.0171776385	2.6	1.6	2.7	0.21900062747	238.602979798	169.9	41.6	0.5	0.0	0.0	125.7	1.0	0.0	220.386666667	15.0	0.63999999999	0.04872060887	169.9	61.6	105.8	1.0	17.0	16342.0	0.4	0.88666666666	0.0	0.18000000001	0.0	0.0	0.12	0.1	0.22666666667	0.2
1614	WBL0242.png	19	cult	attr	15	NOUN	WBL	VBZ	Left	>1	NN	-4.0	4.0	147.4	0.5	5.3217e-06	2.6	1.6	2.7	0.21900062747	238.602979798	178.2	104.9	0.0	0.0	0.0	116.6	0.4	0.1	220.386666667	15.0	0.63999999999	0.06400993025	209.0	0.0	104.9	4.0	18.0	16343.0	0.6	0.88666666666	0.0	0.18000000001	0.0	0.1	0.12	0.0	0.22666666667	0.2
1615	WBL0242.png	20	:	punct	15	.	WBL	VBZ	Left	>1	:	-5.0	5.0	17.5	0.1	0.0058601359	2.6	1.6	2.7	0.21900062747	238.602979798	17.5	23.3	0.0	0.0	0.0	33.3	0.0	0.0	220.386666667	15.0	0.63999999999	0.00365420756	17.5	0.0	17.5	1.0	19.0	16344.0	0.1	0.88666666666	0.0	0.18000000001	0.0	0.0	0.12	0.0	0.22666666667	0.1
1616	WSJ0344.png	1	Until	prep	6	ADP	WSJ	VBP	Right	>1	IN	5.0	5.0	143.2	0.5	0.0003008888	2.6	1.6	2.1	-0.26119153947	222.953202614	143.2	109.9	0.6	0.3	0.2	100.0	0.0	0.0	138.84	20.0	0.495	0.05031615126	143.2	40.0	0.0	5.0	0.0	16108.5	0.5	0.615	0.0	0.11	0.0	0.0	0.06	0.2	0.105	0.0
1617	WSJ0344.png	2	then	pcomp	1	ADV	WSJ	IN	Left	1	RB	-1.0	1.0	153.3	0.6	0.0008113763	2.6	1.6	2.1	-0.26119153947	222.953202614	153.3	86.7	0.9	0.0	0.2	95.8	0.5	0.0	138.84	20.0	0.495	0.04902526535	153.3	67.5	0.0	4.0	1.0	16109.5	0.6	0.615	0.0	0.11	0.2	0.0	0.06	0.5	0.105	0.0
1618	WSJ0344.png	3	,	punct	6	.	WSJ	VBP	Right	>1	,	3.0	3.0	31.6	0.1	0.033130091	2.6	1.6	2.1	-0.26119153947	222.953202614	31.6	25.8	0.0	0.0	0.1	40.0	0.0	0.0	138.84	20.0	0.495	0.00729455217	31.6	0.0	0.0	1.0	2.0	16110.5	0.1	0.615	0.0	0.11	0.0	0.0	0.06	0.0	0.105	0.0
1619	WSJ0344.png	4	limited	amod	5	ADJ	WSJ	NNS	Right	1	JJ	1.0	1.0	141.6	0.9	1.2444e-06	2.6	1.6	2.1	-0.26119153947	222.953202614	162.05	189.1	0.7	0.4	0.4	259.9	0.6	0.3	138.84	20.0	0.495	0.06644256575	182.5	95.0	79.2	7.0	3.0	16111.5	1.2	0.615	0.0	0.11	0.0	0.1	0.06	0.2	0.105	0.6
1620	WSJ0344.png	5	stocks	nsubj	6	NOUN	WSJ	VBP	Right	1	NNS	1.0	1.0	140.8	0.7	1.35426e-05	2.6	1.6	2.1	-0.26119153947	222.953202614	147.9	151.5	0.4	0.1	0.0	184.1	0.9	0.1	138.84	20.0	0.495	0.05315352801	155.0	18.3	28.3	6.0	4.0	16112.5	0.8	0.615	0.2	0.11	0.2	0.0	0.06	0.1	0.105	0.1
1621	WSJ0344.png	6	are	ccomp	22	VERB	WSJ	VBP	Right	>1	VBP	16.0	16.0	80.8	0.4	9.91136e-05	2.6	1.6	2.1	-0.26119153947	222.953202614	80.8	82.4	0.7	0.0	0.0	72.5	0.7	0.0	138.84	20.0	0.495	0.02607612681	80.8	0.0	0.0	3.0	5.0	16113.5	0.4	0.615	0.0	0.11	0.0	0.0	0.06	0.0	0.105	0.0
1622	WSJ0344.png	7	likely	acomp	6	ADJ	WSJ	VBP	Left	1	JJ	-1.0	1.0	164.9	0.7	3.707e-07	2.6	1.6	2.1	-0.26119153947	222.953202614	179.05	138.3	0.3	0.1	0.0	122.4	0.4	0.1	138.84	20.0	0.495	0.07689577387	193.2	0.0	50.8	6.0	6.0	16114.5	0.8	0.615	0.0	0.11	0.2	0.0	0.06	0.0	0.105	0.2
1623	WSJ0344.png	8	to	aux	9	PRT	WSJ	VB	Right	1	TO	1.0	1.0	59.9	0.3	2.65e-08	2.6	1.6	2.1	-0.26119153947	222.953202614	59.9	68.3	0.7	0.0	0.0	60.8	0.7	0.0	138.84	20.0	0.495	0.01495229229	59.9	15.0	0.0	2.0	7.0	16115.5	0.3	0.615	0.1	0.11	0.0	0.0	0.06	0.1	0.105	0.0
1624	WSJ0344.png	9	keep	xcomp	7	VERB	WSJ	JJ	Left	>1	VB	-2.0	2.0	146.6	0.7	4.1435e-06	2.6	1.6	2.1	-0.26119153947	222.953202614	155.75	130.0	0.6	0.0	0.0	148.2	0.3	0.1	138.84	20.0	0.495	0.05864523005	164.9	0.0	15.0	4.0	8.0	16116.5	0.8	0.615	0.1	0.11	0.1	0.0	0.06	0.0	0.105	0.1
1625	WSJ0344.png	10	prices	dobj	9	NOUN	WSJ	VB	Left	1	NNS	-1.0	1.0	120.9	0.6	3.9198e-05	2.6	1.6	2.1	-0.26119153947	222.953202614	120.9	158.2	0.4	0.0	0.0	146.6	0.7	0.0	138.84	20.0	0.495	0.03908466237	120.9	0.0	0.0	6.0	9.0	16117.5	0.6	0.615	0.1	0.11	0.2	0.0	0.06	0.0	0.105	0.0
1626	WSJ0344.png	11	near	prep	9	ADP	WSJ	VB	Left	>1	IN	-2.0	2.0	70.8	0.4	6.5926e-06	2.6	1.6	2.1	-0.26119153947	222.953202614	85.35	74.1	0.4	0.0	0.0	58.4	0.6	0.2	138.84	20.0	0.495	0.03199819419	99.9	0.0	0.0	4.0	10.0	16118.5	0.6	0.615	0.0	0.11	0.1	0.2	0.06	0.0	0.105	0.0
1627	WSJ0344.png	12	the	det	19	DET	WSJ	NN	Right	>1	DT	7.0	7.0	64.9	0.4	7.94e-08	2.6	1.6	2.1	-0.26119153947	222.953202614	75.3	103.3	0.3	0.0	0.0	66.5	0.4	0.1	138.84	20.0	0.495	0.06568824686	85.7	34.1	0.0	3.0	11.0	16119.5	0.5	0.615	0.1	0.11	0.3	0.1	0.06	0.2	0.105	0.0
1628	WSJ0344.png	13	$	nn	19	.	WSJ	NN	Right	>1	$	6.0	6.0	54.9	0.3	0.0017165976	2.6	1.6	2.1	-0.26119153947	222.953202614	54.9	70.8	0.1	0.0	0.0	49.9	0.4	0.0	138.84	20.0	0.495	0.01726596148	54.9	0.0	19.1	1.0	12.0	16120.5	0.3	0.615	0.0	0.11	0.2	0.0	0.06	0.0	0.105	0.1
1629	WSJ0344.png	14	4	num	13	NUM	WSJ	$	Left	1	CD	-1.0	1.0	19.2	0.1	0.0003981623	2.6	1.6	2.1	-0.26119153947	222.953202614	19.2	24.1	0.0	0.0	0.0	21.6	0.3	0.0	138.84	20.0	0.495	0.00567879326	19.2	0.0	0.0	1.0	13.0	16121.5	0.1	0.615	0.1	0.11	0.1	0.0	0.06	0.0	0.105	0.0
1630	WSJ0344.png	15	-	dep	13	.	WSJ	$	Left	>1	HYPH	-2.0	2.0	0.0	0.0	0.0082438807	2.6	1.6	2.1	-0.26119153947	222.953202614	0.0	0.0	0.4	0.0	0.0	0.0	0.1	0.0	138.84	20.0	0.495	0.0	0.0	0.0	0.0	1.0	14.0	16122.5	0.0	0.615	0.0	0.11	0.0	0.0	0.06	0.0	0.105	0.0
1631	WSJ0344.png	16	a	det	18	DET	WSJ	NN	Right	>1	DT	2.0	2.0	103.3	0.4	0.0171776385	2.6	1.6	2.1	-0.26119153947	222.953202614	111.65	84.9	0.2	0.0	0.0	93.2	0.0	0.1	138.84	20.0	0.495	0.0430647442	120.0	41.6	0.0	1.0	15.0	16123.5	0.5	0.615	0.4	0.11	0.2	0.0	0.06	0.1	0.105	0.0
1632	WSJ0344.png	17	-	dep	18	.	WSJ	NN	Right	1	HYPH	1.0	1.0	91.7	0.2	0.0082438807	2.6	1.6	2.1	-0.26119153947	222.953202614	91.7	80.8	0.7	0.0	0.0	36.6	0.4	0.0	138.84	20.0	0.495	0.02673258702	91.7	13.3	0.0	1.0	16.0	16124.5	0.2	0.615	0.1	0.11	0.1	0.0	0.06	0.1	0.105	0.0
1633	WSJ0344.png	18	bushel	dep	13	NOUN	WSJ	$	Left	>1	NN	-5.0	5.0	193.1	0.7	2.25e-07	2.6	1.6	2.1	-0.26119153947	222.953202614	275.233333333	199.1	0.5	0.0	0.0	127.3	0.2	0.5	138.84	20.0	0.495	0.11718262922	387.9	63.2	54.9	6.0	17.0	16125.5	1.4	0.615	0.3	0.11	0.3	0.3	0.06	0.4	0.105	0.2
1634	WSJ0344.png	19	level	pobj	11	NOUN	WSJ	IN	Left	>1	NN	-8.0	8.0	104.0	0.5	0.0001448116	2.6	1.6	2.1	-0.26119153947	222.953202614	104.0	79.2	1.0	0.1	0.0	169.9	0.7	0.0	138.84	20.0	0.495	0.04998471332	104.0	0.0	0.0	5.0	18.0	16126.5	0.5	0.615	0.1	0.11	0.0	0.0	0.06	0.0	0.105	0.0
1635	WSJ0344.png	20	,	punct	22	.	WSJ	VBP	Right	>1	,	2.0	2.0	38.3	0.2	0.033130091	2.6	1.6	2.1	-0.26119153947	222.953202614	38.3	70.8	0.0	0.0	0.0	30.8	0.0	0.0	138.84	20.0	0.495	0.01065781356	38.3	15.0	18.3	1.0	19.0	16127.5	0.2	0.615	0.0	0.11	0.0	0.0	0.06	0.1	0.105	0.1
1636	WSJ0344.png	21	analysts	nsubj	22	NOUN	WSJ	VBP	Right	1	NNS	1.0	1.0	239.1	1.0	1.51179e-05	2.6	1.6	2.1	-0.26119153947	222.953202614	343.1	183.2	0.2	0.0	0.1	228.2	0.5	0.6	138.84	20.0	0.495	0.16469158931	450.7	24.2	107.4	8.0	20.0	16128.5	1.7	0.615	0.6	0.11	0.0	0.5	0.06	0.1	0.105	0.5
1637	WSJ0344.png	22	say	root	0	VERB	WSJ	ROOT	root	1	VBP	0.0	0.0	39.2	0.2	0.0005860507	2.6	1.6	2.1	-0.26119153947	222.953202614	39.2	24.1	0.0	0.0	0.0	30.9	1.0	0.0	138.84	20.0	0.495	0.02516857969	39.2	0.0	39.2	3.0	21.0	16129.5	0.2	0.615	0.0	0.11	0.0	0.0	0.06	0.0	0.105	0.2
1638	WSJ0344.png	23	.	punct	22	.	WSJ	VBP	Left	1	.	-1.0	1.0	0.0	0.0	0.0426665265	2.6	1.6	2.1	-0.26119153947	222.953202614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.84	20.0	0.495	0.0	0.0	0.0	0.0	1.0	22.0	16130.5	0.0	0.615	0.0	0.11	0.0	0.0	0.06	0.0	0.105	0.0
1639	MAI0067.png	1	I	nsubj	3	PRON	MAI	VBG	Right	>1	PRP	2.0	2.0	0.0	0.0	0.0161294194	2.6	1.6	2.5	0.07027921187	238.650530303	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	230.4625	8.0	0.5375	0.0	0.0	0.0	0.0	1.0	0.0	15955.5	0.0	0.925	0.0	0.0625	0.0	0.0	0.2	0.0	0.175	0.0
1640	MAI0067.png	2	was	aux	3	VERB	MAI	VBG	Right	1	VBD	1.0	1.0	111.5	0.6	0.0066180436	2.6	1.6	2.5	0.07027921187	238.650530303	111.5	128.1	0.8	0.2	0.2	158.3	0.0	0.0	230.4625	8.0	0.5375	0.06150835494	111.5	88.3	0.0	3.0	1.0	15956.5	0.6	0.925	0.0	0.0625	0.0	0.0	0.2	0.4	0.175	0.0
1641	MAI0067.png	3	thinking	root	0	VERB	MAI	ROOT	root	1	VBG	0.0	0.0	138.3	0.8	0.0001074537	2.6	1.6	2.5	0.07027921187	238.650530303	238.358333333	164.8	0.8	0.3	0.3	160.6	0.6	0.7	230.4625	8.0	0.5375	0.25034307175	364.8	156.6	58.3	8.0	2.0	15957.5	1.9	0.925	0.0	0.0625	0.2	0.6	0.2	0.7	0.175	0.3
1642	MAI0067.png	4	Kenneally	dobj	3	NOUN	MAI	VBG	Left	1	NNP	-1.0	1.0	189.9	0.8	4.633e-07	2.6	1.6	2.5	0.07027921187	238.650530303	259.15	278.9	0.2	0.3	0.3	199.7	0.8	0.5	230.4625	8.0	0.5375	0.16711890857	360.6	35.0	41.7	9.0	3.0	15958.5	1.7	0.925	0.0	0.0625	0.3	0.4	0.2	0.2	0.175	0.4
